,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
77913,1981725,PAYMENT,65754,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-13 09:07:42,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,13
77923,1981661,PAYMENT,97963,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-13 08:07:00,[증정] 온라인강의 7월 판매가 50%할인권,162000,POINT,81000,81000,81000,-,7,13
78054,1980452,REFUND,35437,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-12 17:07:19,-,162000,CARD,-132000,-,-,-132000,7,12
78064,1980376,PAYMENT,51962,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-12 17:07:04,[무료수강쿠폰] 일잘러 필수 스킬.zip,162000,PROMOTION,0,162000,0,-,7,12
78078,1980270,PAYMENT,94000,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-12 16:07:15,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,12
78129,1980038,PAYMENT,33834,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-12 17:07:50,-,162000,VBANK,162000,-,162000,-,7,12
78217,1979567,PAYMENT,10207,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-12 11:07:37,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,12
78331,1979075,PAYMENT,5213,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-12 01:07:04,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,12
78453,1977995,PAYMENT,38396,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-11 17:07:21,[증정] 온라인강의 7월 판매가 50%할인권,162000,POINT,81000,81000,81000,-,7,11
78587,1977011,PAYMENT,8328,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-11 12:07:24,-,162000,POINT,162000,-,162000,-,7,11
78604,1976930,PAYMENT,3112,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-11 11:07:02,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,11
78788,1975932,PAYMENT,14369,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 23:07:55,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,10
78791,1975912,PAYMENT,99871,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 23:07:03,-,162000,CARD,162000,-,162000,-,7,10
78836,1975773,PAYMENT,68867,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 22:07:25,-,162000,CARD,162000,-,162000,-,7,10
79011,1975279,PAYMENT,74013,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 19:07:02,[증정] 온라인강의 7월 판매가 50%할인권,162000,CARD,81000,81000,81000,-,7,10
79015,1975252,PAYMENT,75788,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 18:07:33,-,162000,CARD,162000,-,162000,-,7,10
79126,1974591,PAYMENT,30779,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 14:07:38,-,162000,POINT,162000,-,162000,-,7,10
79146,1974459,PAYMENT,43610,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 13:07:20,-,162000,CARD,162000,-,162000,-,7,10
79151,1974442,PAYMENT,48056,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 13:07:38,-,162000,CARD,162000,-,162000,-,7,10
79197,1974262,PAYMENT,5500,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 11:07:21,-,162000,POINT,162000,-,162000,-,7,10
79264,1973886,PAYMENT,66428,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 02:07:40,-,162000,CARD,162000,-,162000,-,7,10
79268,1973865,PAYMENT,32076,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-10 02:07:19,-,162000,CARD,162000,-,162000,-,7,10
79303,1973667,PAYMENT,21643,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-09 23:07:26,-,162000,CARD,162000,-,162000,-,7,9
79389,1973225,PAYMENT,90587,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-09 18:07:10,-,162000,CARD,162000,-,162000,-,7,9
79421,1973038,PAYMENT,94516,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-09 16:07:25,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,9
79448,1972903,PAYMENT,73248,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-09 15:07:52,-,162000,POINT,162000,-,162000,-,7,9
79499,1972525,PAYMENT,42375,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-09 10:07:55,-,162000,VBANK,162000,-,162000,-,7,9
79544,1972182,PAYMENT,38676,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-09 01:07:07,-,162000,POINT,162000,-,162000,-,7,9
79573,1972029,PAYMENT,60352,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-09 00:07:23,[프로모션] 6월 페이백 이벤트,162000,CARD,26800,135200,26800,-,7,9
79592,1971984,PAYMENT,93798,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 23:07:18,-,162000,TRANS,162000,-,162000,-,7,8
79709,1971549,PAYMENT,46078,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 21:07:53,[프로모션] 6월 페이백 이벤트,162000,CARD,15000,147000,15000,-,7,8
79722,1971486,PAYMENT,847,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 21:07:35,[프로모션] 6월 페이백 이벤트,162000,PROMOTION,0,170000,0,-,7,8
79724,1971483,PAYMENT,36444,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 21:07:54,[증정] 온라인강의 7월 판매가 50%할인권,162000,CARD,81000,81000,81000,-,7,8
79737,1971433,PAYMENT,22755,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 21:07:57,-,162000,CARD,162000,-,162000,-,7,8
79814,1971007,PAYMENT,31967,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 18:07:09,-,162000,POINT,162000,-,162000,-,7,8
79926,1970205,PAYMENT,35462,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 16:07:45,-,162000,POINT,162000,-,162000,-,7,8
79936,1970144,REFUND,9595,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 16:07:50,-,162000,POINT,-162000,-,-,-162000,7,8
79975,1969878,PAYMENT,77227,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 15:07:56,-,162000,POINT,162000,-,162000,-,7,8
79983,1969757,PAYMENT,21213,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 15:07:32,-,162000,VBANK,162000,-,162000,-,7,8
80076,1969327,PAYMENT,73938,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 13:07:49,[프로모션] 6월 페이백 이벤트,162000,CARD,15000,147000,15000,-,7,8
80237,1968856,PAYMENT,89433,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 10:07:17,[프로모션] 6월 페이백 이벤트,162000,CARD,23000,139000,23000,-,7,8
80353,1968367,PAYMENT,14502,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 02:07:11,-,162000,CARD,162000,-,162000,-,7,8
80368,1968297,PAYMENT,32944,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 01:07:47,-,162000,CARD,162000,-,162000,-,7,8
80371,1968288,PAYMENT,32876,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-08 01:07:09,[프로모션] 6월 페이백 이벤트,162000,PROMOTION,0,272000,0,-,7,8
80434,1967954,PAYMENT,14220,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 22:07:43,-,162000,CARD,162000,-,162000,-,7,7
80462,1967827,PAYMENT,68782,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 22:07:53,-,162000,CARD,162000,-,162000,-,7,7
80510,1967529,PAYMENT,63404,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 20:07:07,-,162000,CARD,162000,-,162000,-,7,7
80565,1967166,PAYMENT,91615,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 17:07:40,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,7
80567,1967159,PAYMENT,46451,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 17:07:38,-,162000,CARD,162000,-,162000,-,7,7
80568,1967155,REFUND,12123,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 17:07:19,-,162000,CARD,-162000,-,-,-162000,7,7
80572,1967125,PAYMENT,68588,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 17:07:14,-,162000,CARD,162000,-,162000,-,7,7
80576,1967108,PAYMENT,76061,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 17:07:11,-,162000,CARD,162000,-,162000,-,7,7
80631,1966745,PAYMENT,33837,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 15:07:36,-,162000,TRANS,162000,-,162000,-,7,7
80652,1966653,PAYMENT,93205,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 14:07:12,[프로모션] 6월 페이백 이벤트,162000,CARD,3000,159000,3000,-,7,7
80722,1966292,PAYMENT,61120,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 11:07:17,-,162000,CARD,162000,-,162000,-,7,7
80805,1966036,PAYMENT,70492,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-07 09:07:20,[증정] 온라인강의 7월 판매가 50%할인권,162000,CARD,81000,81000,81000,-,7,7
80883,1965540,PAYMENT,28411,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 23:07:24,[프로모션] 6월 페이백 이벤트,162000,PROMOTION,0,245000,0,-,7,6
80968,1964952,PAYMENT,73420,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 20:07:51,-,162000,CARD,162000,-,162000,-,7,6
81032,1964619,PAYMENT,84234,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 17:07:07,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,6
81035,1964579,PAYMENT,30536,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 17:07:30,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,6
81067,1964427,PAYMENT,86959,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 16:07:43,-,162000,CARD,162000,-,162000,-,7,6
81209,1963540,PAYMENT,46598,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 12:07:48,-,162000,CARD,162000,-,162000,-,7,6
81254,1963299,PAYMENT,16162,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 11:07:09,[프로모션] 6월 페이백 이벤트,162000,PROMOTION,0,487000,0,-,7,6
81333,1963054,PAYMENT,76391,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 09:07:02,-,162000,VBANK,162000,-,162000,-,7,6
81345,1963000,PAYMENT,44238,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 08:07:50,-,162000,CARD,162000,-,162000,-,7,6
81402,1962701,PAYMENT,2110,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 01:07:56,[증정] 온라인강의 7월 판매가 50%할인권,162000,CARD,81000,81000,81000,-,7,6
81415,1962660,PAYMENT,48909,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-06 00:07:57,-,162000,CARD,162000,-,162000,-,7,6
81447,1962514,PAYMENT,29644,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 23:07:33,[프로모션] 6월 페이백 이벤트,162000,CARD,23000,139000,23000,-,7,5
81462,1962461,PAYMENT,97927,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 22:07:19,-,162000,CARD,162000,-,162000,-,7,5
81470,1962430,PAYMENT,46504,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 22:07:30,-,162000,VBANK,162000,-,162000,-,7,5
81498,1962293,PAYMENT,92232,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 22:07:46,[프로모션] 6월 페이백 이벤트,162000,POINT,3000,159000,3000,-,7,5
81525,1962200,PAYMENT,49172,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 21:07:46,-,162000,CARD,162000,-,162000,-,7,5
81612,1961838,PAYMENT,51555,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 18:07:19,[프로모션] 6월 페이백 이벤트,162000,VBANK,14000,148000,14000,-,7,5
81877,1960809,PAYMENT,95622,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 10:07:38,-,162000,VBANK,162000,-,162000,-,7,5
81980,1960427,PAYMENT,58880,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-05 02:07:35,[증정] 온라인강의 7월 판매가 50%할인권,162000,POINT,81000,81000,81000,-,7,5
82027,1960180,PAYMENT,24620,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 23:07:46,[프로모션] 6월 페이백 이벤트,162000,CARD,10000,152000,10000,-,7,4
82131,1959842,PAYMENT,65980,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 21:07:30,[프로모션] 6월 페이백 이벤트,162000,CARD,6000,156000,6000,-,7,4
82229,1959587,PAYMENT,26803,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 18:07:05,[예외재발급][프로모션] 6월 페이백 이벤트,162000,VBANK,13200,148800,13200,-,7,4
82408,1958943,PAYMENT,21218,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 15:07:19,[프로모션] 6월 페이백 이벤트,162000,PROMOTION,0,169000,0,-,7,4
82457,1958815,PAYMENT,77951,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 14:07:55,[프로모션] 6월 페이백 이벤트,162000,PROMOTION,0,215000,0,-,7,4
82637,1958346,PAYMENT,85819,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 11:07:05,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,4
82654,1958313,PAYMENT,93366,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 11:07:18,[프로모션] 6월 페이백 이벤트,162000,POINT,14000,148000,14000,-,7,4
82805,1958061,PAYMENT,48362,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 10:07:57,[프로모션] 6월 페이백 이벤트,162000,PROMOTION,0,302000,0,-,7,4
82818,1958034,REFUND,99639,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 10:07:09,-,162000,CARD,-132000,-,-,-132000,7,4
82876,1957865,PAYMENT,84549,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 07:07:07,-,162000,CARD,162000,-,162000,-,7,4
82879,1957850,PAYMENT,52161,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-04 07:07:02,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,4
82972,1957501,PAYMENT,98380,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-03 23:07:20,-,162000,POINT,162000,-,162000,-,7,3
82991,1957387,PAYMENT,64025,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-03 22:07:06,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,3
83005,1957328,PAYMENT,9334,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-03 21:07:23,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,3
83224,1955468,PAYMENT,19208,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-02 16:07:54,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,2
83228,1955413,PAYMENT,78227,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-02 15:07:25,-,162000,CARD,162000,-,162000,-,7,2
83269,1954947,PAYMENT,39199,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-02 07:07:03,-,162000,CARD,162000,-,162000,-,7,2
83370,1953415,PAYMENT,41397,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-01 16:07:02,K-디지털 기초역량훈련 패스트캠퍼스 온라인 강의 평생소장권,162000,PROMOTION,0,162000,0,-,7,1
83430,1952720,PAYMENT,84951,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-01 13:07:26,-,162000,POINT,162000,-,162000,-,7,1
83525,1951852,PAYMENT,30274,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-01 09:07:34,-,162000,CARD,162000,-,162000,-,7,1
83535,1951782,PAYMENT,48131,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-01 08:07:07,-,162000,TRANS,162000,-,162000,-,7,1
83542,1951691,PAYMENT,45445,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-01 07:07:58,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,1
